product_id,product_name,category,unit_price,currency
P00070,Sports Item 00070,Sports,269.00,KRW
P00071,Grocery Item 00071,Grocery,272.70,KRW
P00072,Electronics Item 00072,Electronics,276.40,KRW
P00073,Fashion Item 00073,Fashion,280.10,KRW
P00074,Home Item 00074,Home,283.80,KRW
P00075,Beauty Item 00075,Beauty,287.50,KRW
P00076,Sports Item 00076,Sports,291.20,KRW
P00077,Grocery Item 00077,Grocery,294.90,KRW
P00078,Electronics Item 00078,Electronics,298.60,KRW
P00079,Fashion Item 00079,Fashion,302.30,KRW
P00080,Home Item 00080,Home,306.00,KRW
P00081,Beauty Item 00081,Beauty,309.70,KRW
P00082,Sports Item 00082,Sports,313.40,KRW
P00083,Grocery Item 00083,Grocery,317.10,KRW
P00084,Electronics Item 00084,Electronics,320.80,KRW
P00085,Fashion Item 00085,Fashion,324.50,KRW
P00086,Home Item 00086,Home,328.20,KRW
P00087,Beauty Item 00087,Beauty,331.90,KRW
P00088,Sports Item 00088,Sports,335.60,KRW
P00089,Grocery Item 00089,Grocery,339.30,KRW
P00090,Electronics Item 00090,Electronics,343.00,KRW
P00091,Fashion Item 00091,Fashion,346.70,KRW
P00092,Home Item 00092,Home,350.40,KRW
P00093,Beauty Item 00093,Beauty,354.10,KRW
P00094,Sports Item 00094,Sports,357.80,KRW
P00095,Grocery Item 00095,Grocery,361.50,KRW
P00096,Electronics Item 00096,Electronics,365.20,KRW
P00097,Fashion Item 00097,Fashion,368.90,KRW
P00098,Home Item 00098,Home,372.60,KRW
P00099,Beauty Item 00099,Beauty,376.30,KRW
P00100,Sports Item 00100,Sports,380.00,KRW
P00101,Grocery Item 00101,Grocery,383.70,KRW
P00102,Electronics Item 00102,Electronics,387.40,KRW
P00103,Fashion Item 00103,Fashion,391.10,KRW
P00104,Home Item 00104,Home,394.80,KRW
P00105,Beauty Item 00105,Beauty,398.50,KRW
P00106,Sports Item 00106,Sports,402.20,KRW
P00107,Grocery Item 00107,Grocery,405.90,KRW
P00108,Electronics Item 00108,Electronics,409.60,KRW
P00109,Fashion Item 00109,Fashion,413.30,KRW
P00110,Home Item 00110,Home,417.00,KRW
P00111,Beauty Item 00111,Beauty,420.70,KRW
P00112,Sports Item 00112,Sports,424.40,KRW
P00113,Grocery Item 00113,Grocery,428.10,KRW
P00114,Electronics Item 00114,Electronics,431.80,KRW
P00115,Fashion Item 00115,Fashion,435.50,KRW
P00116,Home Item 00116,Home,439.20,KRW
P00117,Beauty Item 00117,Beauty,442.90,KRW
P00118,Sports Item 00118,Sports,446.60,KRW
P00119,Grocery Item 00119,Grocery,450.30,KRW
P00120,Electronics Item 00120,Electronics,454.00,KRW
P00121,Fashion Item 00121,Fashion,457.70,KRW
P00122,Home Item 00122,Home,461.40,KRW
P00123,Beauty Item 00123,Beauty,465.10,KRW
P00124,Sports Item 00124,Sports,468.80,KRW
P00125,Grocery Item 00125,Grocery,472.50,KRW
P00126,Electronics Item 00126,Electronics,476.20,KRW
P00127,Fashion Item 00127,Fashion,479.90,KRW
P00128,Home Item 00128,Home,483.60,KRW
P00129,Beauty Item 00129,Beauty,487.30,KRW
P00130,Sports Item 00130,Sports,491.00,KRW
P00131,Grocery Item 00131,Grocery,494.70,KRW
P00132,Electronics Item 00132,Electronics,498.40,KRW
P00133,Fashion Item 00133,Fashion,502.10,KRW
P00134,Home Item 00134,Home,505.80,KRW
P00135,Beauty Item 00135,Beauty,509.50,KRW
P00136,Sports Item 00136,Sports,513.20,KRW
P00137,Grocery Item 00137,Grocery,516.90,KRW
P00138,Electronics Item 00138,Electronics,520.60,KRW
P00139,Fashion Item 00139,Fashion,524.30,KRW
P00140,Home Item 00140,Home,528.00,KRW
P00141,Beauty Item 00141,Beauty,531.70,KRW
P00142,Sports Item 00142,Sports,535.40,KRW
P00143,Grocery Item 00143,Grocery,539.10,KRW
P00144,Electronics Item 00144,Electronics,542.80,KRW
P00145,Fashion Item 00145,Fashion,546.50,KRW
P00146,Home Item 00146,Home,550.20,KRW
P00147,Beauty Item 00147,Beauty,553.90,KRW
P00148,Sports Item 00148,Sports,557.60,KRW
P00149,Grocery Item 00149,Grocery,561.30,KRW
P00150,Electronics Item 00150,Electronics,565.00,KRW
P00151,Fashion Item 00151,Fashion,568.70,KRW
P00152,Home Item 00152,Home,572.40,KRW
P00153,Beauty Item 00153,Beauty,576.10,KRW
P00154,Sports Item 00154,Sports,579.80,KRW
P00155,Grocery Item 00155,Grocery,583.50,KRW
P00156,Electronics Item 00156,Electronics,587.20,KRW
P00157,Fashion Item 00157,Fashion,590.90,KRW
P00158,Home Item 00158,Home,594.60,KRW
P00159,Beauty Item 00159,Beauty,598.30,KRW
P00160,Sports Item 00160,Sports,602.00,KRW
P00161,Grocery Item 00161,Grocery,605.70,KRW
P00162,Electronics Item 00162,Electronics,609.40,KRW
P00163,Fashion Item 00163,Fashion,613.10,KRW
P00164,Home Item 00164,Home,616.80,KRW
P00165,Beauty Item 00165,Beauty,620.50,KRW
P00166,Sports Item 00166,Sports,624.20,KRW
P00167,Grocery Item 00167,Grocery,627.90,KRW
P00168,Electronics Item 00168,Electronics,631.60,KRW
P00169,Fashion Item 00169,Fashion,635.30,KRW
P00170,Home Item 00170,Home,639.00,KRW
P00171,Beauty Item 00171,Beauty,642.70,KRW
P00172,Sports Item 00172,Sports,646.40,KRW
P00173,Grocery Item 00173,Grocery,650.10,KRW
P00174,Electronics Item 00174,Electronics,653.80,KRW
P00175,Fashion Item 00175,Fashion,657.50,KRW
P00176,Home Item 00176,Home,661.20,KRW
P00177,Beauty Item 00177,Beauty,664.90,KRW
P00178,Sports Item 00178,Sports,668.60,KRW
P00179,Grocery Item 00179,Grocery,672.30,KRW
P00180,Electronics Item 00180,Electronics,676.00,KRW
P00181,Fashion Item 00181,Fashion,679.70,KRW
P00182,Home Item 00182,Home,683.40,KRW
P00183,Beauty Item 00183,Beauty,687.10,KRW
P00184,Sports Item 00184,Sports,690.80,KRW
P00185,Grocery Item 00185,Grocery,694.50,KRW
P00186,Electronics Item 00186,Electronics,698.20,KRW
P00187,Fashion Item 00187,Fashion,701.90,KRW
P00188,Home Item 00188,Home,705.60,KRW
P00189,Beauty Item 00189,Beauty,709.30,KRW
P00190,Sports Item 00190,Sports,713.00,KRW
P00191,Grocery Item 00191,Grocery,716.70,KRW
P00192,Electronics Item 00192,Electronics,720.40,KRW
P00193,Fashion Item 00193,Fashion,724.10,KRW
P00194,Home Item 00194,Home,727.80,KRW
P00195,Beauty Item 00195,Beauty,731.50,KRW
P00196,Sports Item 00196,Sports,735.20,KRW
P00197,Grocery Item 00197,Grocery,738.90,KRW
P00198,Electronics Item 00198,Electronics,742.60,KRW
P00199,Fashion Item 00199,Fashion,746.30,KRW
P00200,Home Item 00200,Home,750.00,KRW
P00201,Beauty Item 00201,Beauty,753.70,KRW
P00202,Sports Item 00202,Sports,757.40,KRW
P00203,Grocery Item 00203,Grocery,761.10,KRW
P00204,Electronics Item 00204,Electronics,764.80,KRW
P00205,Fashion Item 00205,Fashion,768.50,KRW
P00206,Home Item 00206,Home,772.20,KRW
P00207,Beauty Item 00207,Beauty,775.90,KRW
P00208,Sports Item 00208,Sports,779.60,KRW
P00209,Grocery Item 00209,Grocery,783.30,KRW
P00210,Electronics Item 00210,Electronics,787.00,KRW
P00211,Fashion Item 00211,Fashion,790.70,KRW
P00212,Home Item 00212,Home,794.40,KRW
P00213,Beauty Item 00213,Beauty,798.10,KRW
P00214,Sports Item 00214,Sports,801.80,KRW
P00215,Grocery Item 00215,Grocery,805.50,KRW
P00216,Electronics Item 00216,Electronics,809.20,KRW
P00217,Fashion Item 00217,Fashion,812.90,KRW
P00218,Home Item 00218,Home,816.60,KRW
P00219,Beauty Item 00219,Beauty,820.30,KRW
P00220,Sports Item 00220,Sports,824.00,KRW
P00221,Grocery Item 00221,Grocery,827.70,KRW
P00222,Electronics Item 00222,Electronics,831.40,KRW
P00223,Fashion Item 00223,Fashion,835.10,KRW
P00224,Home Item 00224,Home,838.80,KRW
P00225,Beauty Item 00225,Beauty,842.50,KRW
P00226,Sports Item 00226,Sports,846.20,KRW
P00227,Grocery Item 00227,Grocery,849.90,KRW
P00228,Electronics Item 00228,Electronics,853.60,KRW
P00229,Fashion Item 00229,Fashion,857.30,KRW
P00230,Home Item 00230,Home,861.00,KRW
P00231,Beauty Item 00231,Beauty,864.70,KRW
P00232,Sports Item 00232,Sports,868.40,KRW
P00233,Grocery Item 00233,Grocery,872.10,KRW
P00234,Electronics Item 00234,Electronics,875.80,KRW
P00235,Fashion Item 00235,Fashion,879.50,KRW
P00236,Home Item 00236,Home,883.20,KRW
P00237,Beauty Item 00237,Beauty,886.90,KRW
P00238,Sports Item 00238,Sports,890.60,KRW
P00239,Grocery Item 00239,Grocery,894.30,KRW
P00240,Electronics Item 00240,Electronics,898.00,KRW
P00241,Fashion Item 00241,Fashion,901.70,KRW
P00242,Home Item 00242,Home,905.40,KRW
P00243,Beauty Item 00243,Beauty,909.10,KRW
P00244,Sports Item 00244,Sports,912.80,KRW
P00245,Grocery Item 00245,Grocery,916.50,KRW
P00246,Electronics Item 00246,Electronics,920.20,KRW
P00247,Fashion Item 00247,Fashion,923.90,KRW
P00248,Home Item 00248,Home,927.60,KRW
P00249,Beauty Item 00249,Beauty,931.30,KRW
P00250,Sports Item 00250,Sports,10.00,KRW
P00251,Grocery Item 00251,Grocery,13.70,KRW
P00252,Electronics Item 00252,Electronics,17.40,KRW
P00253,Fashion Item 00253,Fashion,21.10,KRW
P00254,Home Item 00254,Home,24.80,KRW
P00255,Beauty Item 00255,Beauty,28.50,KRW
P00256,Sports Item 00256,Sports,32.20,KRW
P00257,Grocery Item 00257,Grocery,35.90,KRW
P00258,Electronics Item 00258,Electronics,39.60,KRW
P00259,Fashion Item 00259,Fashion,43.30,KRW
P00260,Home Item 00260,Home,47.00,KRW
P00261,Beauty Item 00261,Beauty,50.70,KRW
P00262,Sports Item 00262,Sports,54.40,KRW
P00263,Grocery Item 00263,Grocery,58.10,KRW
P00264,Electronics Item 00264,Electronics,61.80,KRW
P00265,Fashion Item 00265,Fashion,65.50,KRW
P00266,Home Item 00266,Home,69.20,KRW
P00267,Beauty Item 00267,Beauty,72.90,KRW
P00268,Sports Item 00268,Sports,76.60,KRW
P00269,Grocery Item 00269,Grocery,80.30,KRW
P00270,Electronics Item 00270,Electronics,84.00,KRW
P00271,Fashion Item 00271,Fashion,87.70,KRW
P00272,Home Item 00272,Home,91.40,KRW
P00273,Beauty Item 00273,Beauty,95.10,KRW
P00274,Sports Item 00274,Sports,98.80,KRW
P00275,Grocery Item 00275,Grocery,102.50,KRW
P00276,Electronics Item 00276,Electronics,106.20,KRW
P00277,Fashion Item 00277,Fashion,109.90,KRW
P00278,Home Item 00278,Home,113.60,KRW
P00279,Beauty Item 00279,Beauty,117.30,KRW
P00280,Sports Item 00280,Sports,121.00,KRW
P00281,Grocery Item 00281,Grocery,124.70,KRW
P00282,Electronics Item 00282,Electronics,128.40,KRW
P00283,Fashion Item 00283,Fashion,132.10,KRW
P00284,Home Item 00284,Home,135.80,KRW
P00285,Beauty Item 00285,Beauty,139.50,KRW
P00286,Sports Item 00286,Sports,143.20,KRW
P00287,Grocery Item 00287,Grocery,146.90,KRW
P00288,Electronics Item 00288,Electronics,150.60,KRW
P00289,Fashion Item 00289,Fashion,154.30,KRW
P00290,Home Item 00290,Home,158.00,KRW
P00291,Beauty Item 00291,Beauty,161.70,KRW
P00292,Sports Item 00292,Sports,165.40,KRW
P00293,Grocery Item 00293,Grocery,169.10,KRW
P00294,Electronics Item 00294,Electronics,172.80,KRW
P00295,Fashion Item 00295,Fashion,176.50,KRW
P00296,Home Item 00296,Home,180.20,KRW
P00297,Beauty Item 00297,Beauty,183.90,KRW
P00298,Sports Item 00298,Sports,187.60,KRW
P00299,Grocery Item 00299,Grocery,191.30,KRW
P00300,Electronics Item 00300,Electronics,195.00,KRW
P00301,Fashion Item 00301,Fashion,198.70,KRW
P00302,Home Item 00302,Home,202.40,KRW
P00303,Beauty Item 00303,Beauty,206.10,KRW
P00304,Sports Item 00304,Sports,209.80,KRW
P00305,Grocery Item 00305,Grocery,213.50,KRW
P00306,Electronics Item 00306,Electronics,217.20,KRW
P00307,Fashion Item 00307,Fashion,220.90,KRW
P00308,Home Item 00308,Home,224.60,KRW
P00309,Beauty Item 00309,Beauty,228.30,KRW
P00310,Sports Item 00310,Sports,232.00,KRW
P00311,Grocery Item 00311,Grocery,235.70,KRW
P00312,Electronics Item 00312,Electronics,239.40,KRW
P00313,Fashion Item 00313,Fashion,243.10,KRW
P00314,Home Item 00314,Home,246.80,KRW
P00315,Beauty Item 00315,Beauty,250.50,KRW
P00316,Sports Item 00316,Sports,254.20,KRW
P00317,Grocery Item 00317,Grocery,257.90,KRW
P00318,Electronics Item 00318,Electronics,261.60,KRW
P00319,Fashion Item 00319,Fashion,265.30,KRW
P00320,Home Item 00320,Home,269.00,KRW
P00321,Beauty Item 00321,Beauty,272.70,KRW
P00322,Sports Item 00322,Sports,276.40,KRW
P00323,Grocery Item 00323,Grocery,280.10,KRW
P00324,Electronics Item 00324,Electronics,283.80,KRW
P00325,Fashion Item 00325,Fashion,287.50,KRW
P00326,Home Item 00326,Home,291.20,KRW
P00327,Beauty Item 00327,Beauty,294.90,KRW
P00328,Sports Item 00328,Sports,298.60,KRW
P00329,Grocery Item 00329,Grocery,302.30,KRW
P00330,Electronics Item 00330,Electronics,306.00,KRW
P00331,Fashion Item 00331,Fashion,309.70,KRW
P00332,Home Item 00332,Home,313.40,KRW
P00333,Beauty Item 00333,Beauty,317.10,KRW
P00334,Sports Item 00334,Sports,320.80,KRW
P00335,Grocery Item 00335,Grocery,324.50,KRW
P00336,Electronics Item 00336,Electronics,328.20,KRW
P00337,Fashion Item 00337,Fashion,331.90,KRW
P00338,Home Item 00338,Home,335.60,KRW
P00339,Beauty Item 00339,Beauty,339.30,KRW
P00340,Sports Item 00340,Sports,343.00,KRW
P00341,Grocery Item 00341,Grocery,346.70,KRW
P00342,Electronics Item 00342,Electronics,350.40,KRW
P00343,Fashion Item 00343,Fashion,354.10,KRW
P00344,Home Item 00344,Home,357.80,KRW
P00345,Beauty Item 00345,Beauty,361.50,KRW
P00346,Sports Item 00346,Sports,365.20,KRW
P00347,Grocery Item 00347,Grocery,368.90,KRW
P00348,Electronics Item 00348,Electronics,372.60,KRW
P00349,Fashion Item 00349,Fashion,376.30,KRW
P00350,Home Item 00350,Home,380.00,KRW
P00351,Beauty Item 00351,Beauty,383.70,KRW
P00352,Sports Item 00352,Sports,387.40,KRW
P00353,Grocery Item 00353,Grocery,391.10,KRW
P00354,Electronics Item 00354,Electronics,394.80,KRW
P00355,Fashion Item 00355,Fashion,398.50,KRW
P00356,Home Item 00356,Home,402.20,KRW
P00357,Beauty Item 00357,Beauty,405.90,KRW
P00358,Sports Item 00358,Sports,409.60,KRW
P00359,Grocery Item 00359,Grocery,413.30,KRW
P00360,Electronics Item 00360,Electronics,417.00,KRW
P00361,Fashion Item 00361,Fashion,420.70,KRW
P00362,Home Item 00362,Home,424.40,KRW
P00363,Beauty Item 00363,Beauty,428.10,KRW
P00364,Sports Item 00364,Sports,431.80,KRW
P00365,Grocery Item 00365,Grocery,435.50,KRW
P00366,Electronics Item 00366,Electronics,439.20,KRW
P00367,Fashion Item 00367,Fashion,442.90,KRW
P00368,Home Item 00368,Home,446.60,KRW
P00369,Beauty Item 00369,Beauty,450.30,KRW
P00370,Sports Item 00370,Sports,454.00,KRW
P00371,Grocery Item 00371,Grocery,457.70,KRW
P00372,Electronics Item 00372,Electronics,461.40,KRW
P00373,Fashion Item 00373,Fashion,465.10,KRW
P00374,Home Item 00374,Home,468.80,KRW
P00375,Beauty Item 00375,Beauty,472.50,KRW
P00376,Sports Item 00376,Sports,476.20,KRW
P00377,Grocery Item 00377,Grocery,479.90,KRW
P00378,Electronics Item 00378,Electronics,483.60,KRW
P00379,Fashion Item 00379,Fashion,487.30,KRW
P00380,Home Item 00380,Home,491.00,KRW
P00381,Beauty Item 00381,Beauty,494.70,KRW
P00382,Sports Item 00382,Sports,498.40,KRW
P00383,Grocery Item 00383,Grocery,502.10,KRW
P00384,Electronics Item 00384,Electronics,505.80,KRW
P00385,Fashion Item 00385,Fashion,509.50,KRW
P00386,Home Item 00386,Home,513.20,KRW
P00387,Beauty Item 00387,Beauty,516.90,KRW
P00388,Sports Item 00388,Sports,520.60,KRW
P00389,Grocery Item 00389,Grocery,524.30,KRW
P00390,Electronics Item 00390,Electronics,528.00,KRW
P00391,Fashion Item 00391,Fashion,531.70,KRW
P00392,Home Item 00392,Home,535.40,KRW
P00393,Beauty Item 00393,Beauty,539.10,KRW
P00394,Sports Item 00394,Sports,542.80,KRW
P00395,Grocery Item 00395,Grocery,546.50,KRW
P00396,Electronics Item 00396,Electronics,550.20,KRW
P00397,Fashion Item 00397,Fashion,553.90,KRW
P00398,Home Item 00398,Home,557.60,KRW
P00399,Beauty Item 00399,Beauty,561.30,KRW
P00400,Sports Item 00400,Sports,565.00,KRW
P00401,Grocery Item 00401,Grocery,568.70,KRW
P00402,Electronics Item 00402,Electronics,572.40,KRW
P00403,Fashion Item 00403,Fashion,576.10,KRW
P00404,Home Item 00404,Home,579.80,KRW
P00405,Beauty Item 00405,Beauty,583.50,KRW
P00406,Sports Item 00406,Sports,587.20,KRW
P00407,Grocery Item 00407,Grocery,590.90,KRW
P00408,Electronics Item 00408,Electronics,594.60,KRW
P00409,Fashion Item 00409,Fashion,598.30,KRW
P00410,Home Item 00410,Home,602.00,KRW
P00411,Beauty Item 00411,Beauty,605.70,KRW
P00412,Sports Item 00412,Sports,609.40,KRW
P00413,Grocery Item 00413,Grocery,613.10,KRW
P00414,Electronics Item 00414,Electronics,616.80,KRW
P00415,Fashion Item 00415,Fashion,620.50,KRW
P00416,Home Item 00416,Home,624.20,KRW
P00417,Beauty Item 00417,Beauty,627.90,KRW
P00418,Sports Item 00418,Sports,631.60,KRW
P00419,Grocery Item 00419,Grocery,635.30,KRW
P00420,Electronics Item 00420,Electronics,639.00,KRW
P00421,Fashion Item 00421,Fashion,642.70,KRW
P00422,Home Item 00422,Home,646.40,KRW
P00423,Beauty Item 00423,Beauty,650.10,KRW
P00424,Sports Item 00424,Sports,653.80,KRW
P00425,Grocery Item 00425,Grocery,657.50,KRW
P00426,Electronics Item 00426,Electronics,661.20,KRW
P00427,Fashion Item 00427,Fashion,664.90,KRW
P00428,Home Item 00428,Home,668.60,KRW
P00429,Beauty Item 00429,Beauty,672.30,KRW
P00430,Sports Item 00430,Sports,676.00,KRW
P00431,Grocery Item 00431,Grocery,679.70,KRW
P00432,Electronics Item 00432,Electronics,683.40,KRW
P00433,Fashion Item 00433,Fashion,687.10,KRW
P00434,Home Item 00434,Home,690.80,KRW
P00435,Beauty Item 00435,Beauty,694.50,KRW
P00436,Sports Item 00436,Sports,698.20,KRW
P00437,Grocery Item 00437,Grocery,701.90,KRW
P00438,Electronics Item 00438,Electronics,705.60,KRW
P00439,Fashion Item 00439,Fashion,709.30,KRW
P00440,Home Item 00440,Home,713.00,KRW
P00441,Beauty Item 00441,Beauty,716.70,KRW
P00442,Sports Item 00442,Sports,720.40,KRW
P00443,Grocery Item 00443,Grocery,724.10,KRW
P00444,Electronics Item 00444,Electronics,727.80,KRW
P00445,Fashion Item 00445,Fashion,731.50,KRW
P00446,Home Item 00446,Home,735.20,KRW
P00447,Beauty Item 00447,Beauty,738.90,KRW
P00448,Sports Item 00448,Sports,742.60,KRW
P00449,Grocery Item 00449,Grocery,746.30,KRW
P00450,Electronics Item 00450,Electronics,750.00,KRW
P00451,Fashion Item 00451,Fashion,753.70,KRW
P00452,Home Item 00452,Home,757.40,KRW
P00453,Beauty Item 00453,Beauty,761.10,KRW
P00454,Sports Item 00454,Sports,764.80,KRW
P00455,Grocery Item 00455,Grocery,768.50,KRW
P00456,Electronics Item 00456,Electronics,772.20,KRW
P00457,Fashion Item 00457,Fashion,775.90,KRW
P00458,Home Item 00458,Home,779.60,KRW
P00459,Beauty Item 00459,Beauty,783.30,KRW
P00460,Sports Item 00460,Sports,787.00,KRW
P00461,Grocery Item 00461,Grocery,790.70,KRW
P00462,Electronics Item 00462,Electronics,794.40,KRW
P00463,Fashion Item 00463,Fashion,798.10,KRW
P00464,Home Item 00464,Home,801.80,KRW
P00465,Beauty Item 00465,Beauty,805.50,KRW
P00466,Sports Item 00466,Sports,809.20,KRW
P00467,Grocery Item 00467,Grocery,812.90,KRW
P00468,Electronics Item 00468,Electronics,816.60,KRW
P00469,Fashion Item 00469,Fashion,820.30,KRW
P00470,Home Item 00470,Home,824.00,KRW
P00471,Beauty Item 00471,Beauty,827.70,KRW
P00472,Sports Item 00472,Sports,831.40,KRW
P00473,Grocery Item 00473,Grocery,835.10,KRW
P00474,Electronics Item 00474,Electronics,838.80,KRW
P00475,Fashion Item 00475,Fashion,842.50,KRW
P00476,Home Item 00476,Home,846.20,KRW
P00477,Beauty Item 00477,Beauty,849.90,KRW
P00478,Sports Item 00478,Sports,853.60,KRW
P00479,Grocery Item 00479,Grocery,857.30,KRW
P00480,Electronics Item 00480,Electronics,861.00,KRW
P00481,Fashion Item 00481,Fashion,864.70,KRW
P00482,Home Item 00482,Home,868.40,KRW
P00483,Beauty Item 00483,Beauty,872.10,KRW
P00484,Sports Item 00484,Sports,875.80,KRW
P00485,Grocery Item 00485,Grocery,879.50,KRW
P00486,Electronics Item 00486,Electronics,883.20,KRW
P00487,Fashion Item 00487,Fashion,886.90,KRW
P00488,Home Item 00488,Home,890.60,KRW
P00489,Beauty Item 00489,Beauty,894.30,KRW
P00490,Sports Item 00490,Sports,898.00,KRW
P00491,Grocery Item 00491,Grocery,901.70,KRW
P00492,Electronics Item 00492,Electronics,905.40,KRW
P00493,Fashion Item 00493,Fashion,909.10,KRW
P00494,Home Item 00494,Home,912.80,KRW
P00495,Beauty Item 00495,Beauty,916.50,KRW
P00496,Sports Item 00496,Sports,920.20,KRW
P00497,Grocery Item 00497,Grocery,923.90,KRW
P00498,Electronics Item 00498,Electronics,927.60,KRW
P00499,Fashion Item 00499,Fashion,931.30,KRW
P00500,Home Item 00500,Home,10.00,KRW
P00501,Beauty Item 00501,Beauty,13.70,KRW
P00502,Sports Item 00502,Sports,17.40,KRW
P00503,Grocery Item 00503,Grocery,21.10,KRW
P00504,Electronics Item 00504,Electronics,24.80,KRW
P00505,Fashion Item 00505,Fashion,28.50,KRW
P00506,Home Item 00506,Home,32.20,KRW
P00507,Beauty Item 00507,Beauty,35.90,KRW
P00508,Sports Item 00508,Sports,39.60,KRW
P00509,Grocery Item 00509,Grocery,43.30,KRW
P00510,Electronics Item 00510,Electronics,47.00,KRW
P00511,Fashion Item 00511,Fashion,50.70,KRW
P00512,Home Item 00512,Home,54.40,KRW
P00513,Beauty Item 00513,Beauty,58.10,KRW
P00514,Sports Item 00514,Sports,61.80,KRW
P00515,Grocery Item 00515,Grocery,65.50,KRW
P00516,Electronics Item 00516,Electronics,69.20,KRW
P00517,Fashion Item 00517,Fashion,72.90,KRW
P00518,Home Item 00518,Home,76.60,KRW
P00519,Beauty Item 00519,Beauty,80.30,KRW
P00520,Sports Item 00520,Sports,84.00,KRW
P00521,Grocery Item 00521,Grocery,87.70,KRW
P00522,Electronics Item 00522,Electronics,91.40,KRW
P00523,Fashion Item 00523,Fashion,95.10,KRW
P00524,Home Item 00524,Home,98.80,KRW
P00525,Beauty Item 00525,Beauty,102.50,KRW
P00526,Sports Item 00526,Sports,106.20,KRW
P00527,Grocery Item 00527,Grocery,109.90,KRW
P00528,Electronics Item 00528,Electronics,113.60,KRW
P00529,Fashion Item 00529,Fashion,117.30,KRW
P00530,Home Item 00530,Home,121.00,KRW
P00531,Beauty Item 00531,Beauty,124.70,KRW
P00532,Sports Item 00532,Sports,128.40,KRW
P00533,Grocery Item 00533,Grocery,132.10,KRW
P00534,Electronics Item 00534,Electronics,135.80,KRW
P00535,Fashion Item 00535,Fashion,139.50,KRW
P00536,Home Item 00536,Home,143.20,KRW
P00537,Beauty Item 00537,Beauty,146.90,KRW
